,0
Sampling4_Bootstrap,0.9957799999999999
Sampling1_SimpleRandom,0.9940599999999999
Sampling3_Cluster,0.99298
Sampling2_Stratified,0.9917200000000002
Sampling5_Systematic,0.98078
